"","Name","WeightClass","Bodyweight","Squat3","Deadlift2","Deadlift3","AttSquat3","AttDeadlift2","AttDeadlift3","Percent_Increase","D3_Success"
"308","Valeriya Kochina","69",68.4,-170,-190,-190,170,190,190,0,0
"309","Andorina Bouchoux","69",68.6,-162.5,165,-172.5,162.5,165,172.5,4.54545454545455,0
"310","Iduna Bink","69",66.78,-160,175,182.5,160,175,182.5,4.28571428571429,1
"311","Lota Leinberga","69",68.5,145,155,162.5,145,155,162.5,4.83870967741935,1
"312","Jennifer Harrington","69",67.94,142.5,160,165,142.5,160,165,3.125,1
"313","Fauve-Belle Bouchard","69",66.52,-175,-190,195,175,190,195,2.63157894736842,1
"314","Vilma Olsson","76",72.38,-210.5,190,202.5,210.5,190,202.5,6.57894736842105,1
"315","Agata Sitko","76",75.66,-182.5,190,202.5,182.5,190,202.5,6.57894736842105,1
"316","Isabell Adolfsen","76",74.1,157.5,190,200,157.5,190,200,5.26315789473684,1
"317","Cathelijne Gort","76",74.18,130,195,-205,130,195,205,5.12820512820513,0
"318","Sofie Horne","76",75.6,150,180,185,150,180,185,2.77777777777778,1
"319","Dinara Matiakubova","76",74.02,165,160,170,165,160,170,6.25,1
"320","Caoimhe Ryan-Ireland","76",74.88,140,150,152.5,140,150,152.5,1.66666666666667,1
"321","Cristina Haug","76",74.46,-142.5,142.5,152.5,142.5,142.5,152.5,7.01754385964912,1
"322","Giada Palma","84",81.44,180,200,-205,180,200,205,2.5,0
"323","Marianne Groleau","84",82.69,195,192.5,200,195,192.5,200,3.8961038961039,1
"324","Henna Kaasalainen","84",81.72,187.5,200,-210,187.5,200,210,5,0
"325","Anastasiia Eskova","84",80.96,185,165,-170,185,165,170,3.03030303030303,0
"326","Nataliya Ivankova","47",46.66,110,127.5,-132.5,110,127.5,132.5,3.92156862745098,0
"327","Natalie Sleiers","47",46.38,-102.5,132.5,-142.5,102.5,132.5,142.5,7.54716981132075,0
"328","Joanna Rieber","52",51.2,-137.5,160,-165,137.5,160,165,3.125,0
"329","Adriana Pence","52",51.7,137.5,157.5,165,137.5,157.5,165,4.76190476190476,1
"330","Cat Shamel","52",51.68,115,150,157.5,115,150,157.5,5,1
"331","Ira Neitzel","52",51.42,-105,102.5,-110,105,102.5,110,7.31707317073171,0
"332","Elisa Vinante","57",56.3,147.5,142.5,150,147.5,142.5,150,5.26315789473684,1
"333","Helen Hughes #1","57",55.46,117.5,145,-157.5,117.5,145,157.5,8.62068965517241,0
"334","Elise Rummens","57",55.36,-122.5,-162.5,162.5,122.5,162.5,162.5,0,1
"335","Jasmin Treimer","57",55.54,100,150,152.5,100,150,152.5,1.66666666666667,1
"336","Danielle Hussey","57",56.24,-122.5,120,127.5,122.5,120,127.5,6.25,1
"337","Nina Honka","57",56.42,102.5,147.5,-155,102.5,147.5,155,5.08474576271187,0
"338","Nadège Barrere","57",55.26,-112.5,-127.5,-127.5,112.5,127.5,127.5,0,0
"339","Åsa Kalderstam","57",56.14,-92.5,-115,NA,92.5,115,NA,NA,NA
"340","Nataliia Zhukovska","63",62.82,147.5,190,195,147.5,190,195,2.63157894736842,1
"341","Alice Veniani","63",62.07,145,182.5,-190,145,182.5,190,4.10958904109589,0
"342","Abi Graham","63",61.2,132.5,185,-187.5,132.5,185,187.5,1.35135135135135,0
"343","Katri Backman","63",62.28,-150,-162.5,-177.5,150,162.5,177.5,9.23076923076923,0
"344","Anett Kiss","63",62.44,-135,170,175,135,170,175,2.94117647058824,1
"345","Hege Velten","63",61.71,115,140,-145,115,140,145,3.57142857142857,0
"346","Anne Bernard","63",61.08,-110,152.5,157.5,110,152.5,157.5,3.27868852459016,1
"347","Karen McKernan","63",62.4,107.5,125,-130,107.5,125,130,4,0
"348","Christelle Musseau","63",59.86,95,100,105,95,100,105,5,1
"349","Niamh Savage","69",66.48,162.5,200,-205,162.5,200,205,2.5,0
"350","Raquel de la Calle Labarzana","69",65.8,-162.5,165,170,162.5,165,170,3.03030303030303,1
"351","Genevieve Collins","69",67.23,-155,-165,167.5,155,165,167.5,1.51515151515152,1
"352","Aysun Cakmak","69",67.12,137.5,162.5,-175,137.5,162.5,175,7.69230769230769,0
"353","Sanna Joutsela","69",64.98,130,155,-160,130,155,160,3.2258064516129,0
"354","Katja Kärkkäinen","69",63.71,132.5,-150,-150,132.5,150,150,0,0
"355","Melissa Garron","76",75.12,157.5,172.5,187.5,157.5,172.5,187.5,8.69565217391304,1
"356","Rebecca Allen","76",73.82,165,167.5,172.5,165,167.5,172.5,2.98507462686567,1
"357","Karen Tvedt","76",75.5,-155,157.5,167.5,155,157.5,167.5,6.34920634920635,1
"358","Saara Laine","76",72.58,-147.5,182.5,-190,147.5,182.5,190,4.10958904109589,0
"359","Malin Wahlberg","76",72.6,-150,155,160,150,155,160,3.2258064516129,1
"360","Aileen Muldoon","76",72.7,-140,-160,160,140,160,160,0,1
"361","Pia Marangoni","76",73.82,-140,160,-167.5,140,160,167.5,4.6875,0
"362","Alexandra Johansson","76",74.88,120,135,142.5,120,135,142.5,5.55555555555556,1
"363","Evelyne Roos","76",75.56,-125,-155,-155,125,155,155,0,0
"364","Frida Henell","84",83.36,177.5,182.5,190,177.5,182.5,190,4.10958904109589,1
"365","Mila Cuevas Mulero","84",83.38,162.5,200,207.5,162.5,200,207.5,3.75,1
"366","Mia Öhrnell","84",80.37,167.5,162.5,-170,167.5,162.5,170,4.61538461538462,0
"367","Hilde Dretvik","84",83.68,145,170,180,145,170,180,5.88235294117647,1
"368","Grimstad Nordstrand Kristina","84",81.32,150,155,165,150,155,165,6.45161290322581,1
"369","Taina Nuutinen-Kallio","84",82.99,-140,160,-165,140,160,165,3.125,0
"370","Hannele Eerikäinen","84",79.41,132.5,150,-155,132.5,150,155,3.33333333333333,0
"371","Amber Gomez","84",79.14,-130,147.5,-157.5,130,147.5,157.5,6.77966101694915,0
"372","Xavière De Lucca","84",78.33,105,115,-117.5,105,115,117.5,2.17391304347826,0
"373","Kochumol K","84",78.63,75,90,95,75,90,95,5.55555555555556,1
"374","Elena Borgatti","47",45.76,105,140.5,-145.5,105,140.5,145.5,3.55871886120996,0
"375","Angelina Lane","52",51.72,90,117.5,122.5,90,117.5,122.5,4.25531914893617,1
"376","Donna Radik","52",50.07,85,-100,-100,85,100,100,0,0
"377","Jo Ann Aita","57",56.86,NA,165,-170,NA,165,170,3.03030303030303,0
"378","Karen Burns","57",56.44,-122.5,157.5,-165.5,122.5,157.5,165.5,5.07936507936508,0
"379","Kvelland Berntsen Jane","57",56.54,120,130,135,120,130,135,3.84615384615385,1
"380","Ann Fornander","57",56.14,117.5,145,-150,117.5,145,150,3.44827586206897,0
"381","Viktoria Cederholm","57",56.08,100,-125,-125,100,125,125,0,0
"382","Elena Lutsenko","63",62.94,125,150,155,125,150,155,3.33333333333333,1
"383","Francesca Brembilla","63",62.02,127.5,137.5,-142.5,127.5,137.5,142.5,3.63636363636364,0
"384","Sara Soto Guzman","63",61.76,100,160,-176,100,160,176,10,0
"385","Jessica Jading","63",61.16,105,-167.5,-167.5,105,167.5,167.5,0,0
"386","Marie Hickey","63",61.6,112.5,130,-137.5,112.5,130,137.5,5.76923076923077,0
"387","Sofia Rudin","63",59.76,115,130,-135,115,130,135,3.84615384615385,0
"388","Karan Sanford-Taylor","63",60,-102.5,125,137.5,102.5,125,137.5,10,1
"389","Kelly Wharton","63",59.58,97.5,115,-122.5,97.5,115,122.5,6.52173913043478,0
"390","Heather Tagg","69",68.62,130,170,175,130,170,175,2.94117647058824,1
"391","Karen Barry","69",68.04,150,150,155,150,150,155,3.33333333333333,1
"392","Åsa Blomgren","69",63.88,120,160,-165,120,160,165,3.125,0
"393","Carin Gustafsson","69",66.76,117.5,140,-145,117.5,140,145,3.57142857142857,0
"394","Louise de Jong","69",67.08,-115,147.5,-152.5,115,147.5,152.5,3.38983050847458,0
"395","Seija Skogman","69",67.98,100,117.5,125,100,117.5,125,6.38297872340426,1
"396","Florence Leccese","69",64.84,-117.5,115,-120,117.5,115,120,4.34782608695652,0
"397","Marie Ahlsten","76",74.5,135,145,152.5,135,145,152.5,5.17241379310345,1
"398","Janet Loesel Sitar","76",75.8,NA,137.5,145,NA,137.5,145,5.45454545454545,1
"399","Suzi Avni","76",71.18,-55,70,80,55,70,80,14.2857142857143,1
"400","Georgina Hazell","84",82.46,-151.5,186.5,-190,151.5,186.5,190,1.87667560321716,0
"401","Svetlana Burian","84",83.58,-140,165,-170,140,165,170,3.03030303030303,0
"402","Sinikka Korsikko","84",81.1,-142.5,135,-147.5,142.5,135,147.5,9.25925925925926,0
"403","Sylvia Wunderlich","84",78.36,100,-127.5,NA,100,127.5,NA,NA,NA
"404","Daryl Peter","52",50.38,80,100,107.5,80,100,107.5,7.5,1
"405","Leena Jokitalo","57",56.6,-115.5,140,-145,115.5,140,145,3.57142857142857,0
"406","Ingeborg Gjone","57",56.46,90,115,120,90,115,120,4.34782608695652,1
"407","Caroline Cunniffe","57",56.86,90,115,125,90,115,125,8.69565217391304,1
"408","Tara Conlon","57",56.08,67.5,105,-115,67.5,105,115,9.52380952380952,0
"409","Arlene van Diepen","63",61.22,90,137.5,142.5,90,137.5,142.5,3.63636363636364,1
"410","Caroline Calver","63",61.76,-90,110,-112.5,90,110,112.5,2.27272727272727,0
"411","Susan Sabuda","63",61.56,-70,NA,NA,70,NA,NA,NA,NA
"412","Kirsti Løken","69",67.88,112.5,130,140,112.5,130,140,7.69230769230769,1
"413","Annelie Gylemo","69",67.32,-97.5,132.5,-140,97.5,132.5,140,5.66037735849057,0
"414","Elsa Pálsdóttir","76",73.66,132.5,-160,160,132.5,160,160,0,1
"415","Pamela King","76",74.14,-115,125,-127.5,115,125,127.5,2,0
"416","Inger Blikra","84",82.42,127.5,147.5,156,127.5,147.5,156,5.76271186440678,1
"417","Tove Michalsen","84",82.42,-120,132.5,-140,120,132.5,140,5.66037735849057,0
"418","Britten Fernström","57",55.76,77.5,105,-110,77.5,105,110,4.76190476190476,0
"419","Abbey Moon","57",55.78,52.5,-92.5,-102.5,52.5,92.5,102.5,10.8108108108108,0
"420","Tiffany Chapon","47",46.5,-153,160,165,153,160,165,3.125,1
"421","Simone Lai","47",46.24,140,155,-162.5,140,155,162.5,4.83870967741935,0
"422","Veronika Broner","47",46.8,140,150,-157.5,140,150,157.5,5,0
"423","Rachele Randone","47",46.1,110,155,157.5,110,155,157.5,1.61290322580645,1
"424","Evgeniia Maksimova","47",46.7,-127.5,135,-142.5,127.5,135,142.5,5.55555555555556,0
"425","Kotchaphan Mai-On","47",47,-97.5,137.5,145,97.5,137.5,145,5.45454545454545,1
"426","Noémie Allabert","52",49.9,157.5,187.5,192.5,157.5,187.5,192.5,2.66666666666667,1
"427","Shizuka Rico","52",51.42,-155,185,-198,155,185,198,7.02702702702703,0
"428","Andrea Riley","52",52,155,-182.5,-182.5,155,182.5,182.5,0,0
"429","Pleun Dekkers","52",51.86,-161,160,-175,161,160,175,9.375,0
"430","Elizaveta Nikitina","52",51.66,-142.5,-152.5,157.5,142.5,152.5,157.5,3.27868852459016,1
"431","Barbara Gapp","52",51.86,122.5,190,-198,122.5,190,198,4.21052631578947,0
"432","Leoni Tatman","52",51.02,140,142.5,147.5,140,142.5,147.5,3.50877192982456,1
"433","Kanan Kasai","52",51.86,-125,140,147.5,125,140,147.5,5.35714285714286,1
"434","Dawn Steacy","52",51.26,110,147.5,-150,110,147.5,150,1.69491525423729,0
"435","Joy Nnamani","57",56.66,-170,220.5,-232.5,170,220.5,232.5,5.4421768707483,0
"436","Maria Htee","57",55.76,177.5,192.5,195,177.5,192.5,195,1.2987012987013,1
"437","Bobbie Butters","57",56.9,-183,180,185,183,180,185,2.77777777777778,1
"438","Caroline Suné","57",56.78,165,172.5,177.5,165,172.5,177.5,2.89855072463768,1
"439","Alessandra Cernigliaro","57",56.54,155,165,175,155,165,175,6.06060606060606,1
"440","Donna Berglund","57",56.64,147.5,152.5,157.5,147.5,152.5,157.5,3.27868852459016,1
"441","Inna Filimonova #1","57",56.6,-170,-172.5,172.5,170,172.5,172.5,0,1
"442","Gina Bakke Bolstad","57",56.96,160,155,160,160,155,160,3.2258064516129,1
"443","Océane Regis","57",55.58,-152.5,170,-175,152.5,170,175,2.94117647058824,0
"444","Laura Savolainen","57",56.18,-135,172.5,-180,135,172.5,180,4.34782608695652,0
"445","Yordanos Tessema","57",56.44,130,185,190,130,185,190,2.7027027027027,1
"446","Joanna Czekurlan","57",56.4,145,150,-155,145,150,155,3.33333333333333,0
"447","Anastasiia Kozhushko","57",56.48,-132.5,-160,-160,132.5,160,160,0,0
"448","Prescillia Bavoil","63",62.86,-210,225,230.5,210,225,230.5,2.44444444444444,1
"449","Iris Scholten","63",62.62,190,187.5,192.5,190,187.5,192.5,2.66666666666667,1
"450","Ivana Horná","63",62.9,-177.5,220,-225,177.5,220,225,2.27272727272727,0
"451","Signe Elisabeth Belden","63",62.52,-170,190,-200,170,190,200,5.26315789473684,0
"452","Sabrina Moore #1","63",62.72,-167.5,200,-205,167.5,200,205,2.5,0
"453","Sophia Granstad","63",62.54,162.5,192.5,-202.5,162.5,192.5,202.5,5.19480519480519,0
"454","Emma Arusyak Badalyan","63",62.42,175,165,-170,175,165,170,3.03030303030303,0
"455","Michaela Leonard","63",62.34,137.5,182.5,192.5,137.5,182.5,192.5,5.47945205479452,1
"456","Sunniva Nordskog","63",62.12,145,-172.5,-172.5,145,172.5,172.5,0,0
"457","Arna Ösp Gunnarsdóttir","63",62.72,142.5,-177.5,177.5,142.5,177.5,177.5,0,1
"458","Sahyuri Lalime","63",62.82,152.5,172.5,175,152.5,172.5,175,1.44927536231884,1
"459","Sorah Garber","63",58.66,-135,-162.5,-162.5,135,162.5,162.5,0,0
"460","Deshawn Larrimore","63",61.32,132.5,165,-172.5,132.5,165,172.5,4.54545454545455,0
"461","Chandler Babb","69",68.58,-193,-235,-235,193,235,235,0,0
"462","Marte Kjenner","69",68.62,192,-217.5,217.5,192,217.5,217.5,0,1
"463","Sara Mazzantini","69",68.48,-187.5,210,222.5,187.5,210,222.5,5.95238095238095,1
"464","Ana Rosa Castellain","69",68.68,-190,-210,-210,190,210,210,0,0
"465","Kimberly Walford","69",67.6,-180,-240.5,-240.5,180,240.5,240.5,0,0
"466","Christine Castro","69",68.78,-182.5,200,-205,182.5,200,205,2.5,0
"467","Emma McDermott","69",68.84,-160,190,202.5,160,190,202.5,6.57894736842105,1
"468","Khatia Khurtsilava","69",68.74,-125,145,155,125,145,155,6.89655172413793,1
"469","Nino Tchrikishvili","69",68.88,-150,212.5,-217.5,150,212.5,217.5,2.35294117647059,0
"470","Jessica Buettner","76",75.52,-218,247.5,-257,218,247.5,257,3.83838383838384,0
"471","Francesca Parrello","76",75.48,190,227.5,230,190,227.5,230,1.0989010989011,1
"472","Joyce Gail Reboton","76",75.1,-195,200,205,195,200,205,2.5,1
"473","Sophia Ellis","76",71.1,-165,217.5,227.5,165,217.5,227.5,4.59770114942529,1
"474","Verdiana Mineo","76",73.52,195,190,195,195,190,195,2.63157894736842,1
"475","Kristina Horvat","76",69.7,170,195,-200,170,195,200,2.56410256410256,0
"476","Maja Bonde","76",74.02,170,195,-200,170,195,200,2.56410256410256,0
"477","Mira Lahtinen","76",75.2,-170,-187.5,190,170,187.5,190,1.33333333333333,1
"478","Anna Dymina","76",75.26,172.5,192.5,-200,172.5,192.5,200,3.8961038961039,0
"479","Birgit Rós Becker","76",75.28,-182.5,185,-190,182.5,185,190,2.7027027027027,0
"480","Tuulia Lohivuo","76",75.48,-172.5,175,-182.5,172.5,175,182.5,4.28571428571429,0
"481","Danielle Todman","76",72.32,145,187.5,192.5,145,187.5,192.5,2.66666666666667,1
"482","Bianca Sullivan","76",74.84,-155,170,180,155,170,180,5.88235294117647,1
"483","Roemer Andersen Rebekka","76",74.88,152.5,177.5,-185,152.5,177.5,185,4.22535211267606,0
"484","Marinela Fras","76",75.78,155,167.5,-172.5,155,167.5,172.5,2.98507462686567,0
"485","Cassie Bordes","76",74.34,-145,162.5,175,145,162.5,175,7.69230769230769,1
"486","Amanda Lawrence #1","84",83.26,-250,258,260.5,250,258,260.5,0.968992248062015,1
"487","Angelina Elovikova","84",81.38,217.5,-232.5,-232.5,217.5,232.5,232.5,0,0
"488","Kristín Þórhallsdóttir","84",82.26,217.5,222.5,-230,217.5,222.5,230,3.37078651685393,0
"489","Danielle Philibert","84",81.9,-212.5,-210,-210,212.5,210,210,0,0
"490","Sonita Muluh","84",83.8,195,-240,-240,195,240,240,0,0
"491","Katja Jørgensen","84",78.8,170,215,225,170,215,225,4.65116279069767,1
"492","Rashenna Grzybowski","84",82.6,-192.5,-205,-205,192.5,205,205,0,0
"493","Ellinor Svensson","84",82.12,190,-212.5,-212.5,190,212.5,212.5,0,0
"494","Alison O'Reilly","84",82.82,-182.5,-190,-190,182.5,190,190,0,0
"495","Dayana Zapata Quiceno Karen","84",79.26,180,170,180,180,170,180,5.88235294117647,1
"496","Sergey Fedosienko","59",58.55,-227.5,-262.5,-262.5,227.5,262.5,262.5,0,0
"497","Franklin León","59",59,-227.5,235,240,227.5,235,240,2.12765957446809,1
"498","Ayumi Hisatsune","59",58.85,205,240,245,205,240,245,2.08333333333333,1
"499","Kole Metts","59",59,215,250,-255,215,250,255,2,0
"500","Dariusz Wszola","59",58.5,210,200,-205,210,200,205,2.5,0
"501","Mohamed Lakehal","59",59,-230,225,-242.5,230,225,242.5,7.77777777777778,0
"502","Benjamin Yu","59",58.65,-175,197.5,-202.5,175,197.5,202.5,2.53164556962025,0
"503","Charles Okpoko","66",65.75,263,262.5,272.5,263,262.5,272.5,3.80952380952381,1
"504","Tsung-Ting Hsieh","66",65.7,237.5,262.5,270,237.5,262.5,270,2.85714285714286,1
"505","Sergey Gladkikh","66",65.8,250,265,-272.5,250,265,272.5,2.83018867924528,0
"506","Kavwa Sichone","66",65.8,-232.5,255,-265,232.5,255,265,3.92156862745098,0
"507","Panagiotis Tarinidis","66",65.85,-235,-265,-267.5,235,265,267.5,0.943396226415094,0
"508","Mark Tobias","66",65.8,247.5,250,-267.5,247.5,250,267.5,7,0
"509","Hiroki Ikegami","66",65.3,-210,252.5,-262.5,210,252.5,262.5,3.96039603960396,0
"510","Adrian Zuñiga","66",65.25,182.5,200,-207.5,182.5,200,207.5,3.75,0
"511","Eddie Berglund","66",65.7,242.5,-235,-235,242.5,235,235,0,0
"512","Taylor Atwood","74",73.75,283,302.5,312.5,283,302.5,312.5,3.30578512396694,1
"513","Kjell Egil Bakkelund","74",73.65,-245,310,312.5,245,310,312.5,0.806451612903226,1
"514","Konstantin Dunin","74",73.55,-252.5,297.5,-307.5,252.5,297.5,307.5,3.36134453781513,0
"515","Clinton Lee #1","74",73.05,-262.5,287.5,-300,262.5,287.5,300,4.34782608695652,0
"516","Yakov Ionin","74",72.65,-255,277.5,-300,255,277.5,300,8.10810810810811,0
"517","Chris Kennedy #1","74",73.35,-257.5,277.5,-285,257.5,277.5,285,2.7027027027027,0
"518","Sergey Negara","74",73.55,242.5,285,-295,242.5,285,295,3.50877192982456,0
"519","Alexander Eriksson","74",74,235,272.5,-290,235,272.5,290,6.42201834862385,0
"520","Christopher Wong","74",71.08,245,285,-290,245,285,290,1.75438596491228,0
"521","Matti Christensen","74",73.6,257.5,227.5,-235,257.5,227.5,235,3.2967032967033,0
"522","Ben Langley","74",73.8,-250,265,272.5,250,265,272.5,2.83018867924528,1
"523","Leonardo Sucitra","74",73.7,252.5,-287.5,-287.5,252.5,287.5,287.5,0,0
"524","Jorge Pérez Córdoba","74",74,-230,280,-290,230,280,290,3.57142857142857,0
"525","Alex Ochoa #1","74",73.95,235,250,-260,235,250,260,4,0
"526","Martin Reidy","74",72.95,205,270,275,205,270,275,1.85185185185185,1
"527","Shiva Karout","74",72.25,NA,250,255,NA,250,255,2,1
"528","Yi-Heng Wu","74",72.95,190,290,-297.5,190,290,297.5,2.58620689655172,0
"529","Ching-Hong Feng","74",73,177.5,-240,-240,177.5,240,240,0,0
"530","Damare Vikas","74",73.1,-202.5,-225,-225,202.5,225,225,0,0
"531","Russel Orhii","83",82.25,313,315,325,313,315,325,3.17460317460317,1
"532","Brett Gibbs","83",82.45,295,315,-322.5,295,315,322.5,2.38095238095238,0
"533","Fatah Toubal","83",81.6,295,300,317.5,295,300,317.5,5.83333333333333,1
"534","Ulan Anuar","83",82.15,-282.5,-320,-335,282.5,320,335,4.6875,0
"535","Erik Karlsson #1","83",82.2,295,317.5,326.5,295,317.5,326.5,2.83464566929134,1
"536","Owen Hubbard","83",82.45,275,-285,-295,275,285,295,3.50877192982456,0
"537","Kafui Hotsonyame","83",82.05,255,312.5,326,255,312.5,326,4.32,1
"538","Damian Nam","83",82.55,280,305,-310,280,305,310,1.63934426229508,0
"539","Isaac Baik","83",82.6,-282.5,292.5,-302.5,282.5,292.5,302.5,3.41880341880342,0
"540","Jure Rus","83",82.25,277.5,302.5,-307.5,277.5,302.5,307.5,1.65289256198347,0
"541","Jonathan Söderling","83",82.65,277.5,307.5,-317.5,277.5,307.5,317.5,3.2520325203252,0
"542","Jacek Spychala","83",82.7,262.5,295,-305,262.5,295,305,3.38983050847458,0
"543","Jurins Kengamu","83",79.75,272.5,300,-307.5,272.5,300,307.5,2.5,0
"544","Adam Jones #1","83",82.85,262.5,305,320,262.5,305,320,4.91803278688525,1
"545","Stefan Pagelsen","83",82.75,235,285,-297.5,235,285,297.5,4.3859649122807,0
"546","Darragh Mulcahy","83",82.11,245,267.5,-282.5,245,267.5,282.5,5.60747663551402,0
"547","Teemu Hällfors","83",82.9,-247.5,-260,-260,247.5,260,260,0,0
"548","Jose Barrera Godomar","83",82.05,215,-282.5,-282.5,215,282.5,282.5,0,0
"549","Katsushi Isezaki","83",81.5,235,235,-247.5,235,235,247.5,5.31914893617021,0
"550","Giuseppe Manca","83",81.1,-280,-160,210,280,160,210,31.25,1
"551","Duvjid Boldbaatar","83",82.45,-250,230,237.5,250,230,237.5,3.26086956521739,1
"552","Ossi Sahlberg","83",82.2,-250,-300,NA,250,300,NA,NA,NA
"553","Zurab Dzamukashvili","83",82.3,205,NA,NA,205,NA,NA,NA,NA
"554","Anatolii Novopismennyi","93",92.45,-330.5,325,335,330.5,325,335,3.07692307692308,1
"555","Gustav Hedlund","93",92.25,300,327.5,337.5,300,327.5,337.5,3.05343511450382,1
"556","David Woolson","93",92.7,-292.5,352.5,-367.5,292.5,352.5,367.5,4.25531914893617,0
"557","LS McClain","93",92.6,-287.5,322.5,-335,287.5,322.5,335,3.87596899224806,0
"558","Barry Pigott","93",92.7,-287.5,292.5,295,287.5,292.5,295,0.854700854700855,1
"559","Vladislav Gerginov","93",92.35,-315,-305,-305,315,305,305,0,0
"560","Vladimir Usynin","93",91.25,-292.5,305,-310,292.5,305,310,1.63934426229508,0
"561","Alexandre Ouellet-Hébert","93",92.7,-275,320,-335,275,320,335,4.6875,0
"562","Amar Kanane","93",93,-325,-320,-330,325,320,330,3.125,0
"563","André Midtby","93",91.5,-275,292.5,302.5,275,292.5,302.5,3.41880341880342,1
"564","Hendrick Famutimi","93",91.65,270,325,335,270,325,335,3.07692307692308,1
"565","Bob van den Boogaard","93",92.7,-297.5,310,-315,297.5,310,315,1.61290322580645,0
"566","Knut Martin Haraldsen","93",92.1,287.5,-305,-305,287.5,305,305,0,0
"567","Jamie King #1","93",92.5,-300,-320,-320,300,320,320,0,0
"568","Ashley Liston","93",92.4,262.5,302.5,-317.5,262.5,302.5,317.5,4.95867768595041,0
"569","Joakim Jørgensen","93",92.75,-265,320,330,265,320,330,3.125,1
"570","Tanno de Pender","93",92.3,-262.5,300,312.5,262.5,300,312.5,4.16666666666667,1
